TMY3,wsf,Weather Station,Latitude,Longitude,State,
722230,0.42,Mobile Regional AP,30.68,-88.25,Alabama,
722235,0.42,Mobile Downtown AP,30.63,-88.07,Alabama,
722260,0.39,Montgomery Dannelly Field,32.3,-86.40,Alabama,
722265,0.4,Maxwell AFB,32.38,-86.35,Alabama,
722267,0.34,Troy Af,31.87,-86.02,Alabama,
722268,0.41,Dothan Municipal AP,31.23,-85.43,Alabama,
722269,0.36,Cairns Field Fort Rucker,31.27,-85.72,Alabama,
722280,0.41,Birmingham Municipal AP,33.57,-86.75,Alabama,
722284,0.35,Auburn-Opelika Apt,32.62,-85.43,Alabama,
722285,0.38,Gadsen Muni (AWOS),33.97,-86.08,Alabama,
722286,0.39,Tuscaloosa Municipal AP,33.22,-87.62,Alabama,
722287,0.37,Anniston Metropolitan AP,33.58,-85.85,Alabama,
723230,0.45,Huntsville Intl/Jones Field,34.65,-86.78,Alabama,
723235,0.39,Muscle Shoals Regional AP,34.75,-87.60,Alabama,
700197,0.88,Selawik,66.6,-160.00,Alaska,
700260,1.14,Barrow W Post-W Rogers Arpt [NSA - ARM],71.32,-156.62,Alaska,
700637,1.05,Deadhorse,70.2,-148.48,Alaska,
701043,1.11,Point Hope (AWOS),68.35,-166.80,Alaska,
701195,1.01,Shishmaref (AWOS),66.27,-166.05,Alaska,
701330,0.98,Kotzebue Ralph Wein Memorial,66.88,-162.60,Alaska,
701625,0.93,Anaktuvuk Pass,68.13,-151.73,Alaska,
701718,0.78,Ambler,67.1,-157.85,Alaska,
701740,0.76,Bettles Field,66.92,-151.52,Alaska,
701780,0.75,Tanana Ralph M Calhoun Mem AP,65.17,-152.10,Alaska,
701940,0.74,Fort Yukon,66.57,-145.27,Alaska,
702000,0.88,Nome Municipal Arpt,64.52,-165.45,Alaska,
702005,0.89,Saint Mary's (AWOS),62.07,-163.30,Alaska,
702035,0.98,Savoonga,63.68,-170.50,Alaska,
702040,1.14,Gambell,63.78,-171.75,Alaska,
702070,0.91,Unalakleet Field,63.88,-160.80,Alaska,
702075,0.71,Anvik,62.65,-160.18,Alaska,
702084,0.83,Emmonak,62.78,-164.50,Alaska,
702185,0.99,Mekoryuk,60.37,-166.27,Alaska,
702186,1,Hooper Bay,61.52,-166.15,Alaska,
702190,0.89,Bethel Airport,60.78,-161.83,Alaska,
702225,0.76,Huslia,65.7,-156.38,Alaska,
702310,0.73,McGrath Arpt,62.95,-155.60,Alaska,
702320,0.73,Aniak Airport,61.58,-159.53,Alaska,
702460,0.65,Minchumina,63.88,-152.28,Alaska,
702495,0.66,Hayes River,61.98,-152.08,Alaska,
702510,0.68,Talkeetna State Arpt,62.32,-150.10,Alaska,
702590,0.75,Kenai Municipal AP,60.58,-151.23,Alaska,
702595,0.67,Soldotna,60.47,-151.03,Alaska,
702600,0.7,Nenana Municipal AP,64.55,-149.10,Alaska,
702606,0.73,Chulitna,62.88,-149.83,Alaska,
702607,0.65,Hoonah,58.08,-135.45,Alaska,
702610,0.7,Fairbanks Intl Arpt,64.82,-147.85,Alaska,
702647,0.72,Healy River Airport,63.88,-149.02,Alaska,
702650,0.68,Fairbanks/Eielson A,64.65,-147.10,Alaska,
702670,0.73,Big Delta Allen AAF,64,-145.72,Alaska,
702710,0.78,Gulkana Intermediate Field,62.15,-145.45,Alaska,
702720,0.66,Anchorage/Elmendorf,61.25,-149.80,Alaska,
702725,0.66,Lake Hood Seaplane,61.18,-149.97,Alaska,
702730,0.71,Anchorage Intl AP,61.18,-150.00,Alaska,
702735,0.61,Anchorage Merrill Field,61.22,-149.85,Alaska,
702740,0.67,Palmer Municipal,61.6,-149.08,Alaska,
702746,0.63,Birchwood,61.42,-149.52,Alaska,
702750,0.7,Valdez Wso,61.13,-146.35,Alaska,
702756,0.67,Valdez Pioneer Fiel,61.13,-146.27,Alaska,
702757,0.75,Whittier,60.77,-148.68,Alaska,
702770,0.75,Seward,60.12,-149.45,Alaska,
702910,0.73,Northway Airport,62.97,-141.93,Alaska,
702960,0.68,Cordova,60.5,-145.50,Alaska,
702986,0.7,Big River Lake,60.82,-152.30,Alaska,
703080,0.98,St Paul Island Arpt,57.17,-170.22,Alaska,
703160,0.99,Cold Bay Arpt,55.2,-162.72,Alaska,
703165,0.8,Sand Point,55.32,-160.52,Alaska,
703210,0.76,Dillingham (AMOS),59.05,-158.52,Alaska,
703260,0.82,King Salmon Arpt,58.68,-156.65,Alaska,
703330,0.9,Port Heiden,56.95,-158.62,Alaska,
703400,0.78,Iliamna Arpt,59.75,-154.92,Alaska,
703407,0.66,Sleetmute,61.72,-157.15,Alaska,
703410,0.73,Homer Arpt,59.65,-151.48,Alaska,
703430,0.8,Middleton Island Aut,59.47,-146.32,Alaska,
703500,0.75,Kodiak Airport,57.75,-152.50,Alaska,
703606,0.82,Togiac Village AWOS,59.05,-160.40,Alaska,
703610,0.69,Yakutat State Arpt,59.52,-139.63,Alaska,
703620,0.76,Skagway Airport,59.47,-135.30,Alaska,
703670,0.67,Gustavus,58.42,-135.70,Alaska,
703710,0.68,Sitka Japonski AP,57.05,-135.37,Alaska,
703810,0.69,Juneau Intl Arpt,58.35,-134.58,Alaska,
703855,0.66,Kake Seaplane Base,56.97,-133.95,Alaska,
703860,0.64,Petersburg,56.8,-132.95,Alaska,
703870,0.63,Wrangell,56.48,-132.37,Alaska,
703884,0.71,Hydaburg Seaplane,55.2,-132.83,Alaska,
703950,0.68,Ketchikan Intl AP,55.37,-131.72,Alaska,
703980,0.66,Annette Island AP,55.05,-131.57,Alaska,
704140,1.02,Shemya AFB,52.72,174.12,Alaska,
704540,0.89,Adak NAS,51.88,-176.65,Alaska,
704890,0.81,Dutch Harbor,53.9,-166.55,Alaska,
699604,0.44,Yuma MCAS,32.65,-114.62,Arizona,
722735,0.48,Douglas Bisbee-Douglas Intl A,31.47,-109.60,Arizona,
722740,0.48,Tucson International AP,32.13,-110.95,Arizona,
722745,0.45,Davis Monthan AFB,32.17,-110.88,Arizona,
722747,0.48,Safford (AMOS),32.82,-109.68,Arizona,
722748,0.45,Casa Granda (AWOS),32.95,-111.77,Arizona,
722780,0.43,Phoenix Sky Harbor Intl AP,33.45,-111.98,Arizona,
722784,0.45,Deer Valley/Phoenix,33.68,-112.08,Arizona,
722785,0.47,Luke AFB,33.55,-112.37,Arizona,
722789,0.41,Scottsdale Muni,33.62,-111.92,Arizona,
722800,0.43,Yuma Intl Arpt,32.67,-114.60,Arizona,
723700,0.57,Kingman (AMOS),35.27,-113.95,Arizona,
723710,0.45,Page Muni (AMOS),36.93,-111.45,Arizona,
723723,0.51,Prescott Love Field,34.65,-112.42,Arizona,
723740,0.55,Winslow Municipal AP,35.03,-110.72,Arizona,
723747,0.59,Show Low Municipal,34.27,-110.00,Arizona,
723755,0.59,Flagstaff Pulliam Arpt,35.13,-111.67,Arizona,
723783,0.61,Grand Canyon Natl P,35.95,-112.15,Arizona,
723403,0.44,Little Rock Adams Field,34.75,-92.23,Arkansas,
723405,0.4,Little Rock AFB,34.92,-92.15,Arkansas,
723406,0.45,Walnut Ridge (AWOS),36.13,-90.92,Arkansas,
723407,0.47,Jonesboro Muni,35.83,-90.65,Arkansas,
723415,0.42,Memorial Fld,34.47,-93.10,Arkansas,
723416,0.45,Stuttgart (AWOS),34.6,-91.57,Arkansas,
723417,0.44,Pine Bluff Faa AP,34.17,-91.93,Arkansas,
723418,0.42,Texarkana Webb Field,33.45,-94.00,Arkansas,
723419,0.41,El Dorado Goodwin Field,33.22,-92.82,Arkansas,
723434,0.49,Springdale Muni,36.18,-94.12,Arkansas,
723440,0.45,Fort Smith Regional AP,35.33,-94.37,Arkansas,
723443,0.48,Siloam Spring (AWOS),36.18,-94.48,Arkansas,
723444,0.46,Bentonville (AWOS),36.35,-94.22,Arkansas,
723445,0.44,Fayetteville Drake Field,36,-94.17,Arkansas,
723446,0.46,Harrison Faa AP,36.27,-93.15,Arkansas,
723447,0.39,Flippin (AWOS),36.3,-92.47,Arkansas,
723448,0.41,Batesville (AWOS),35.73,-91.65,Arkansas,
723449,0.48,Rogers (AWOS),36.37,-94.10,Arkansas,
690150,0.5,Twentynine Palms,34.3,-116.17,California,
722860,0.43,March AFB,33.9,-117.25,California,
722868,0.45,Palm Springs Intl,33.83,-116.50,California,
722869,0.42,Riverside Muni,33.95,-117.45,California,
722880,0.39,Burbank-Glendale-Pasadena AP,34.2,-118.35,California,
722885,0.39,Santa Monica Muni,34.02,-118.45,California,
722886,0.39,Van Nuys Airport,34.22,-118.48,California,
722895,0.55,Lompoc (AWOS),34.67,-120.47,California,
722897,0.51,San Luis Co Rgnl,35.23,-120.63,California,
722899,0.45,Chino Airport,33.97,-117.63,California,
722900,0.38,San Diego Lindbergh Field,32.73,-117.17,California,
722903,0.39,San Diego/Montgomery,32.82,-117.13,California,
722904,0.4,Chula Vista Brown Field NAAS,32.58,-116.98,California,
722906,0.39,San Diego North Island NAS,32.7,-117.20,California,
722926,0.4,Camp Pendleton MCAS,33.3,-117.35,California,
722927,0.38,Carlsbad/Palomar,33.13,-117.28,California,
722930,0.39,San Diego Miramar NAS,32.87,-117.13,California,
722950,0.42,Los Angeles Intl Arpt,33.93,-118.40,California,
722956,0.38,Jack Northrop Fld H,33.92,-118.33,California,
722970,0.38,Long Beach Daugherty Fld,33.83,-118.17,California,
722976,0.34,Fullerton Municipal,33.87,-117.98,California,
722977,0.36,Santa Ana John Wayne AP,33.68,-117.87,California,
723805,0.51,Needles Airport,34.77,-114.62,California,
723810,0.59,Edwards AFB,34.9,-117.87,California,
723815,0.58,Daggett Barstow-Daggett AP,34.85,-116.80,California,
723816,0.62,Lancaster Gen Wm Fox Field,34.73,-118.22,California,
723820,0.57,Palmdale Airport,34.63,-118.08,California,
723830,0.68,Sandberg,34.75,-118.72,California,
723840,0.43,Bakersfield Meadows Field,35.43,-119.05,California,
723890,0.45,Fresno Yosemite Intl AP,36.78,-119.72,California,
723895,0.42,Porterville (AWOS),36.03,-119.07,California,
723896,0.43,Visalia Muni (AWOS),36.32,-119.40,California,
723910,0.45,Point Mugu Nf,34.12,-119.12,California,
723925,0.44,Santa Barbara Municipal AP,34.43,-119.85,California,
723926,0.43,Camarillo (AWOS),34.22,-119.08,California,
723927,0.45,Oxnard Airport,34.2,-119.20,California,
723940,0.52,Santa Maria Public Arpt,34.92,-120.47,California,
723965,0.53,Paso Robles Municipal Arpt,35.67,-120.63,California,
724800,0.55,Bishop Airport,37.37,-118.35,California,
724815,0.46,Merced/Macready Fld,37.28,-120.52,California,
724830,0.51,Sacramento Executive Arpt,38.5,-121.50,California,
724837,0.45,Beale AFB,39.13,-121.43,California,
724838,0.5,Yuba Co,39.1,-121.57,California,
724839,0.51,Sacramento Metropolitan AP,38.7,-121.58,California,
724915,0.49,Monterey Naf,36.6,-121.87,California,
724917,0.54,Salinas Municipal AP,36.67,-121.60,California,
724920,0.5,Stockton Metropolitan Arpt,37.9,-121.23,California,
724926,0.47,Modesto City-County AP,37.63,-120.95,California,
724927,0.53,Livermore Municipal,37.7,-121.82,California,
724930,0.54,Oakland Metropolitan Arpt,37.72,-122.22,California,
724935,0.47,Hayward Air Term,37.67,-122.12,California,
724936,0.53,Concord-Buchanan Field,38,-122.05,California,
724940,0.6,San Francisco Intl AP,37.62,-122.40,California,
724945,0.48,San Jose Intl AP,37.37,-121.93,California,
724955,0.55,Napa Co. Airport,38.22,-122.28,California,
724957,0.49,Santa Rosa (AWOS),38.52,-122.82,California,
725845,0.44,Blue Canyon AP,39.3,-120.72,California,
725846,0.66,Truckee-Tahoe,39.32,-120.13,California,
725847,0.64,South Lake Tahoe,38.9,-120.00,California,
725905,0.47,Ukiah Municipal AP,39.13,-123.20,California,
725910,0.5,Red Bluff Municipal Arpt,40.15,-122.25,California,
725920,0.47,Redding Municipal Arpt,40.52,-122.32,California,
725945,0.56,Arcata Airport,40.98,-124.10,California,
725946,0.6,Crescent City Faa Ai,41.78,-124.23,California,
725955,0.55,Montague Siskiyou County AP,41.78,-122.47,California,
725958,0.59,Alturas,41.5,-120.53,California,
745090,0.45,Mountain View Moffett Fld NAS,37.4,-122.05,California,
745160,0.67,Travis Field AFB,38.27,-121.93,California,
746120,0.52,China Lake Naf,35.68,-117.68,California,
747020,0.5,Lemoore Reeves NAS,36.33,-119.95,California,
747185,0.46,Imperial,32.83,-115.58,California,
747187,0.46,Palm Springs Thermal AP,33.63,-116.17,California,
747188,0.48,Blythe Riverside Co Arpt,33.62,-114.72,California,
724620,0.67,Alamosa San Luis Valley Rgnl,37.43,-105.87,Colorado,
724625,0.58,Durango/La Plata Co,37.15,-107.75,Colorado,
724635,0.63,La Junta Municipal AP,38.05,-103.53,Colorado,
724636,0.62,Lamar Municipal,38.07,-102.68,Colorado,
724640,0.61,Pueblo Memorial AP,38.28,-104.50,Colorado,
724645,0.61,Trinidad Las Animas County AP,37.27,-104.33,Colorado,
724660,0.63,Colorado Springs Muni AP,38.82,-104.72,Colorado,
724665,0.66,Limon,39.18,-103.72,Colorado,
724666,0.61,Denver/Centennial [Golden - NREL],39.74,-105.18,Colorado,
724673,0.74,Leadville/Lake Co.,39.22,-106.32,Colorado,
724675,0.63,Eagle County AP,39.65,-106.92,Colorado,
724676,0.64,Aspen Pitkin Co Sar,39.22,-106.87,Colorado,
724677,0.66,Gunnison Co. (AWOS),38.53,-106.93,Colorado,
724695,0.6,Aurora Buckley Field ANGB,39.72,-104.75,Colorado,
724698,0.67,Akron Washington Co AP,40.17,-103.23,Colorado,
724699,0.58,Broomfield/Jeffco [Boulder - Surfrad],40.13,-105.24,Colorado,
724760,0.57,Grand Junction Walker Field,39.13,-108.53,Colorado,
724765,0.56,Montrose Co. Arpt,38.5,-107.90,Colorado,
724767,0.58,Cortez/Montezuma Co,37.3,-108.63,Colorado,
724768,0.6,Greeley/Weld (AWOS),40.43,-104.63,Colorado,
724769,0.59,Fort Collins (AWOS),40.45,-105.02,Colorado,
725650,0.59,Denver Intl AP,39.83,-104.65,Colorado,
725700,0.64,Craig-Moffat,40.5,-107.53,Colorado,
725715,0.66,Hayden/Yampa (AWOS),40.48,-107.22,Colorado,
725717,0.56,Rifle/Garfield Rgnl,39.53,-107.72,Colorado,
725029,0.5,Oxford (AWOS),41.48,-73.13,Connecticut,
725040,0.59,Bridgeport Sikorsky Memorial,41.18,-73.15,Connecticut,
725045,0.52,New Haven Tweed Airport,41.27,-72.88,Connecticut,
725046,0.53,Groton New London AP,41.33,-72.05,Connecticut,
725080,0.53,Hartford Bradley Intl AP,41.93,-72.68,Connecticut,
725086,0.51,Danbury Municipal,41.37,-73.48,Connecticut,
725087,0.48,Hartford Brainard Fd,41.73,-72.65,Connecticut,
724088,0.47,Dover AFB,39.13,-75.47,Delaware,
724089,0.52,Wilmington New Castle Cnty AP,39.67,-75.60,Delaware,
722010,0.49,Key West Intl Arpt,24.55,-81.75,Florida,
722015,0.41,Key West NAS,24.58,-81.68,Florida,
722016,0.39,Marathon Airport,24.73,-81.05,Florida,
722020,0.41,Miami Intl AP,25.82,-80.30,Florida,
722024,0.38,Miami/Opa Locka,25.9,-80.28,Florida,
722025,0.41,Fort Lauderdale Hollywood Int,26.07,-80.15,Florida,
722026,0.33,Homestead AFB,25.48,-80.38,Florida,
722029,0.37,Miami/Kendall-Tamia,25.65,-80.43,Florida,
722030,0.41,West Palm Beach Intl Arpt,26.68,-80.10,Florida,
722038,0.35,Naples Municipal,26.15,-81.77,Florida,
722039,0.4,Fort Lauderdale,26.2,-80.17,Florida,
722040,0.38,Melbourne Regional AP,28.12,-80.65,Florida,
722045,0.38,Vero Beach Municipal Arpt,27.65,-80.42,Florida,
722050,0.39,Orlando Intl Arpt,28.43,-81.33,Florida,
722053,0.38,Orlando Executive AP,28.55,-81.33,Florida,
722055,0.32,Ocala Muni (AWOS),29.17,-82.22,Florida,
722056,0.37,Daytona Beach Intl AP,29.18,-81.07,Florida,
722057,0.38,Orlando Sanford Airport,28.78,-81.25,Florida,
722060,0.38,Jacksonville Intl Arpt,30.5,-81.70,Florida,
722065,0.41,Jacksonville NAS,30.23,-81.67,Florida,
722066,0.41,Mayport Ns,30.4,-81.42,Florida,
722068,0.39,Jacksonville/Craig,30.33,-81.52,Florida,
722103,0.35,St Lucie Co Intl,27.48,-80.37,Florida,
722104,0.42,St Petersburg Albert Whitted,27.77,-82.63,Florida,
722106,0.35,Fort Myers Page Field,26.58,-81.87,Florida,
722108,0.37,Southwest Florida I,26.53,-81.75,Florida,
722110,0.37,Tampa International AP,27.97,-82.53,Florida,
722115,0.38,Sarasota Bradenton,27.38,-82.55,Florida,
722116,0.43,St Petersburg Clear,27.9,-82.68,Florida,
722119,0.34,Lakeland Linder Rgn,27.98,-82.02,Florida,
722140,0.37,Tallahassee Regional AP [ISIS],30.38,-84.37,Florida,
722146,0.38,Gainesville Regional AP,29.7,-82.28,Florida,
722210,0.42,Valparaiso Elgin AFB,30.48,-86.52,Florida,
722215,0.35,Crestview Bob Sikes AP,30.78,-86.52,Florida,
722223,0.41,Pensacola Regional AP,30.48,-87.18,Florida,
722225,0.42,Pensacola Forest Sherman NAS,30.35,-87.32,Florida,
722226,0.39,Whiting Field NAAS,30.72,-87.02,Florida,
722245,0.39,Panama City Bay Co,30.2,-85.68,Florida,
747750,0.41,Tyndall AFB,30.07,-85.58,Florida,
747770,0.42,Valparaiso Hurlburt,30.42,-86.68,Florida,
747880,0.38,MacDill AFB,27.85,-82.52,Florida,
747946,0.35,NASA Shuttle Fclty,28.62,-80.72,Florida,
722070,0.4,Savannah Intl AP,32.12,-81.20,Georgia,
722135,0.37,Alma Bacon County AP,31.53,-82.50,Georgia,
722136,0.4,Brunswick Golden Is,31.25,-81.47,Georgia,
722137,0.4,Brunswick Malcolm McKinnon AP,31.15,-81.38,Georgia,
722160,0.38,Albany Dougherty County AP,31.53,-84.18,Georgia,
722166,0.36,Valdosta Wb Airport,30.78,-83.28,Georgia,
722170,0.41,Macon Middle Ga Regional AP,32.68,-83.65,Georgia,
722175,0.39,Warner Robins AFB,32.63,-83.60,Georgia,
722180,0.41,Augusta Bush Field,33.37,-81.97,Georgia,
722190,0.46,Atlanta Hartsfield Intl AP,33.63,-84.43,Georgia,
722195,0.37,Fulton Co Arpt Brow,33.77,-84.52,Georgia,
722196,0.39,Dekalb Peachtree,33.87,-84.30,Georgia,
722250,0.35,Fort Benning Lawson,32.35,-85.00,Georgia,
722255,0.39,Columbus Metropolitan Arpt,32.52,-84.95,Georgia,
722270,0.4,Marietta Dobbins AFB,33.92,-84.52,Georgia,
723110,0.4,Athens Ben Epps AP,33.95,-83.33,Georgia,
723200,0.38,Rome R B Russell AP,34.35,-85.17,Georgia,
747804,0.4,Hunter AAF,32,-81.15,Georgia,
747810,0.36,Moody AFB/Valdosta,30.97,-83.20,Georgia,
912120,0.49,Guam Wfo,13.48,144.8,Guam,
912180,0.46,Andersen AFB,13.57,144.92,Guam,
911650,0.51,Lihue Airport,21.98,-159.33,Hawaii,
911760,0.35,Kaneohe Bay MCAS,21.45,-157.78,Hawaii,
911780,0.35,Barbers Point NAS,21.32,-158.07,Hawaii,
911820,0.42,Honolulu Intl Arpt,21.32,-157.93,Hawaii,
911860,0.45,Molokai (AMOS),21.15,-157.10,Hawaii,
911900,0.48,Kahului Airport,20.9,-156.43,Hawaii,
911904,0.55,Kapalua,20.95,-156.63,Hawaii,
911905,0.47,Lanai,20.78,-156.95,Hawaii,
911975,0.36,Kona Intl At Keahol,19.73,-156.05,Hawaii,
912850,0.29,Hilo International AP,19.72,-155.05,Hawaii,
725780,0.68,Pocatello Regional AP,42.92,-112.57,Idaho,
725785,0.68,Idaho Falls Fanning Field,43.52,-112.07,Idaho,
725786,0.6,Malad City,42.15,-112.28,Idaho,
725865,0.61,Hailey/Friedman Mem,43.5,-114.30,Idaho,
725866,0.65,Joslin Fld Magic Va [Twin Falls - UO],42.55,-114.35,Idaho,
725867,0.6,Burley Municipal Arpt,42.53,-113.77,Idaho,
725868,0.7,Soda Springs/Tigert,42.65,-111.58,Idaho,
726810,0.56,Boise Air Terminal [UO],43.62,-116.21,Idaho,
726813,0.55,Caldwell (AWOS),43.63,-116.63,Idaho,
726815,0.63,Mountain Home AFB,43.05,-115.87,Idaho,
726865,0.58,Salmon/Lemhi (AWOS),45.12,-113.88,Idaho,
727830,0.51,Lewiston Nez Perce Cnty AP,46.37,-117.02,Idaho,
727834,0.6,Coeur D'Alene (AWOS),47.77,-116.82,Idaho,
724335,0.44,Mount Vernon (AWOS),38.32,-88.87,Illinois,
724336,0.44,Southern Illinois,37.77,-89.25,Illinois,
724338,0.48,Belleville Scott AFB,38.55,-89.85,Illinois,
724339,0.47,Marion Regional,37.75,-89.02,Illinois,
724390,0.57,Springfield Capital AP,39.85,-89.68,Illinois,
724396,0.51,Quincy Muni Baldwin Fld,39.93,-91.20,Illinois,
724397,0.6,Central Illinois Rg,40.47,-88.92,Illinois,
725300,0.6,Chicago Ohare Intl AP,41.98,-87.92,Illinois,
725305,0.58,W. Chicago/Du Page,41.92,-88.25,Illinois,
725314,0.45,Cahokia/St. Louis,38.57,-90.15,Illinois,
725315,0.57,Univ Of Illinois Wi [Bondville - Surfrad],40.06,-88.37,Illinois,
725316,0.56,Decatur,39.83,-88.87,Illinois,
725320,0.55,Peoria Greater Peoria AP,40.67,-89.68,Illinois,
725326,0.51,Sterling Rockfalls,41.75,-89.67,Illinois,
725340,0.56,Chicago Midway AP,41.78,-87.75,Illinois,
725347,0.59,Chicago/Waukegan,42.42,-87.87,Illinois,
725430,0.58,Rockford Greater Rockford AP,42.2,-89.10,Illinois,
725440,0.58,Moline Quad City Intl AP,41.47,-90.52,Illinois,
744655,0.57,Aurora Municipal,41.77,-88.47,Illinois,
724320,0.48,Evansville Regional AP,38.05,-87.53,Indiana,
724365,0.45,Huntingburg,38.25,-86.95,Indiana,
724373,0.5,Terre Haute Hulman Regional A,39.45,-87.30,Indiana,
724375,0.47,Monroe Co,39.13,-86.62,Indiana,
724380,0.54,Indianapolis Intl AP,39.72,-86.27,Indiana,
724386,0.53,Lafayette Purdue Univ AP,40.42,-86.93,Indiana,
725330,0.57,Fort Wayne Intl AP,41,-85.20,Indiana,
725335,0.54,Grissom Arb,40.65,-86.15,Indiana,
725336,0.53,Delaware Co Johnson,40.23,-85.40,Indiana,
725350,0.57,South Bend Michiana Rgnl AP,41.7,-86.33,Indiana,
725450,0.56,Cedar Rapids Municipal AP,41.88,-91.72,Iowa,
725453,0.54,Atlantic,41.4,-95.05,Iowa,
725454,0.54,Washington,41.28,-91.67,Iowa,
725455,0.54,Burlington Municipal AP,40.78,-91.12,Iowa,
725456,0.48,Keokuk Muni,40.47,-91.43,Iowa,
725457,0.59,Algona,43.08,-94.27,Iowa,
725460,0.58,Des Moines Intl AP,41.53,-93.67,Iowa,
725463,0.56,Charles City,43.07,-92.62,Iowa,
725464,0.55,Newton Muni,41.68,-93.02,Iowa,
725465,0.6,Ottumwa Industrial AP,41.1,-92.45,Iowa,
725467,0.52,Shenandoah Muni,40.75,-95.42,Iowa,
725468,0.57,Carroll,42.05,-94.78,Iowa,
725469,0.53,Chariton,41.03,-93.37,Iowa,
725470,0.59,Dubuque Regional AP,42.4,-90.70,Iowa,
725473,0.57,Clinton Muni (AWOS),41.83,-90.33,Iowa,
725474,0.57,Creston,41.02,-94.37,Iowa,
725475,0.52,Monticello Muni,42.23,-91.17,Iowa,
725476,0.46,Decorah,43.28,-91.73,Iowa,
725477,0.56,Denison,41.98,-95.38,Iowa,
725478,0.58,Webster City,42.43,-93.87,Iowa,
725479,0.49,Clarinda,40.72,-95.03,Iowa,
725480,0.62,Waterloo Municipal AP,42.55,-92.40,Iowa,
725483,0.47,Fort Madison,40.67,-91.33,Iowa,
725484,0.53,Le Mars,42.78,-96.20,Iowa,
725485,0.65,Mason City Municipal Arpt,43.15,-93.33,Iowa,
725486,0.57,Boone Muni,42.05,-93.85,Iowa,
